Dim_1	Dim_2	YTest	Model
6.957979135505577	0.01141482094711263	2	2
4.7424544483207836	-0.4573350191848551	2	2
6.562159443468388	0.24647974324011504	2	2
1.3476310869104982	-0.07512301290902615	2	2
2.4829452216149135	0.8475966821998245	2	2
5.211405857126865	-0.3147011955604514	2	2
5.851851329452145	-0.577989382799616	2	2
2.694071305569559	0.2675543396235309	2	2
5.779896330699472	-0.3836845437293943	2	2
4.830037151331857	-2.7181264384814745	2	2
6.063847122139839	-1.0122727540041432	2	2
5.406422827638759	0.321233374381706	2	2
3.698067173149504	-0.7956905293880435	2	2
3.646333618493788	-1.580682825003854	2	2
6.070457014125814	0.7515087812631109	2	2
5.809175632826215	0.3800582499514177	2	2
3.916869249277909	0.8211595918819804	2	2
7.229249425261885	-0.5131822908148849	2	2
4.805978476188518	-0.6545609076414594	2	2
3.809803206816564	0.4920135112593931	2	2
4.818742088377252	-1.5063829615109543	2	2
4.950583606481973	-0.009170580709940784	2	2
3.9169793546030913	-0.3521841320129031	2	2
3.0912442853068836	0.9560469768477535	2	2
6.538548054927537	-1.837147593849575	2	2
3.887645986707564	0.6726445718991775	2	2
6.383263511110309	-1.5676412759608007	2	2
5.90378912560478	1.0415105605208	2	2
4.934725542737896	1.3195449030197568	2	2
4.572506917047558	-0.11101755916268105	2	2
3.563385113520758	-0.04099836067974505	2	2
3.9338312175567642	0.6287100369750855	2	2
5.922144778742594	-0.08608118196148484	2	2
2.1826078331789742	-1.6480567185803743	2	2
4.073489610415242	-0.01151378057669572	2	2
4.33297343209663	-1.564050067298263	2	2
3.0291198054024546	-0.3271369136264083	2	2
4.416744334176533	0.6344936282106333	2	2
4.673797481966962	0.6456358844007386	2	2
5.250236121207797	0.2643146558440457	2	2
